trade_date,stock_id,foreign_buy_shares,foreign_sell_shares,trust_buy_shares,trust_sell_shares,dealer_buy_shares,dealer_sell_shares
2025-12-16,3323,1013050000,561000000,0,0,3454000,4645000
2025-12-16,3324,639556000,617300000,2000000,18000000,27691000,189371000
2025-12-16,3325,20000000,0,0,0,0,0
2025-12-16,3332,3000000,47000000,0,0,0,0
2025-12-16,3339,30000000,116000000,0,0,0,1000000
2025-12-16,3349,73000000,4000000,0,0,0,0
2025-12-16,3354,35000000,40000000,0,0,5000000,5000000
2025-12-16,3357,252000000,156000000,0,1983000,2071000,49325000
2025-12-16,3360,28000000,4000000,0,0,0,1000
2025-12-16,3362,126000000,284000000,0,0,6200000,8541000
2025-12-16,3363,37000000,87385000,0,0,2000000,21087000
2025-12-16,3372,110000000,242000000,0,0,2000000,2416000
2025-12-16,3373,3000000,16000000,0,0,0,0
2025-12-16,3374,437000000,734130000,0,0,68000000,69350000
2025-12-16,3379,83000000,86000000,0,0,0,0
2025-12-16,3388,0,4000000,0,0,0,0
2025-12-16,3390,27000000,36000000,0,0,0,0
2025-12-16,3402,195000000,126000000,0,2155000,8000000,42052000
2025-12-16,3430,104000000,186000000,0,0,1000000,384000
2025-12-16,3434,38000000,50000000,0,0,0,0
2025-12-16,3438,30000000,58000000,0,0,0,0
2025-12-16,3441,147000000,87000000,0,0,2000000,0
2025-12-16,3444,40000000,42000000,0,0,0,0
2025-12-16,3455,97000000,140000000,0,0,3000000,6785000
2025-12-16,3466,107500000,217000000,0,0,0,91000
2025-12-16,3467,15000000,9000000,0,0,0,0
2025-12-16,3479,74000000,157000000,0,1973000,6000000,10648000
2025-12-16,3483,76000000,143000000,0,0,1884000,519000
2025-12-16,3484,4000000,103000000,0,0,0,278000
2025-12-16,3489,0,11000000,0,0,0,0
2025-12-16,3490,295000000,440000000,0,0,8000000,4028000
2025-12-16,3491,1543000000,1472837000,0,0,34300000,167901000
2025-12-16,3492,4000000,26000000,0,0,0,2000
2025-12-16,3498,75000000,220000000,0,0,84511000,7363000
2025-12-16,3499,5000000,9000000,0,0,2000000,2551000
2025-12-16,3508,1000000,3000000,0,0,0,9000
2025-12-16,3511,14000000,46000000,0,0,1000000,472000
2025-12-16,3516,0,1000000,0,0,0,0
2025-12-16,3520,55000000,62000000,0,0,0,0
2025-12-16,3521,10000000,28000000,0,0,0,0
2025-12-16,3522,4000000,4000000,0,0,176000,0
2025-12-16,3526,56000000,42000000,0,904000,2410000,10952000
2025-12-16,3527,87000000,85000000,0,0,0,271000
2025-12-16,3529,187182000,574880000,0,41389000,74069000,139924000
2025-12-16,3537,79000000,188000000,0,0,0,1000
2025-12-16,3540,22000000,31000000,0,0,0,326000
2025-12-16,3546,42000000,66001000,0,0,2100000,12611000
2025-12-16,3548,120000000,75000000,0,0,1199000,1741000
2025-12-16,3551,1004001000,406000000,0,0,4936000,158916000
2025-12-16,3552,24000000,94000000,0,0,2000000,1973000
2025-12-16,3555,682000000,847000000,0,0,20000,8002000
2025-12-16,3556,1000000,1000000,0,0,0,0
2025-12-16,3558,31000000,62000000,0,0,2694000,8046000
2025-12-16,3564,30000000,35000000,0,0,10000,1000
2025-12-16,3567,0,1000000,0,0,0,0
2025-12-16,3570,0,1000000,0,0,0,0
2025-12-16,3577,16000000,39000000,0,0,230000,8141000
2025-12-16,3580,9000000,74000000,0,0,1021000,966000
2025-12-16,3581,165000000,156000000,0,0,1000000,852000
2025-12-16,3587,85000000,99000000,0,0,25000000,19722000
2025-12-16,3594,7000000,30000000,0,0,1000000,1303000
2025-12-16,3597,0,2000000,0,0,0,0
2025-12-16,3609,12000000,42000000,0,0,0,3000000
2025-12-16,3611,15000000,14000000,0,0,0,0
2025-12-16,3615,76000000,159000000,0,0,0,0
2025-12-16,3623,1000000,3000000,0,0,503000,1000000
2025-12-16,3624,608000000,574000000,0,0,1777000,73012000
2025-12-16,3625,138000000,120000000,0,0,0,0
2025-12-16,3628,208000000,122000000,0,0,8000000,7983000
2025-12-16,3630,208000000,152000000,0,0,1325000,1355000
2025-12-16,3631,0,4000000,0,0,0,0
2025-12-16,3646,0,4000000,0,0,0,0
2025-12-16,3663,146000000,411000000,0,0,16808000,18841000
2025-12-16,3664,0,2000000,0,0,0,0
2025-12-16,3666,2000000,13000000,0,0,0,0
2025-12-16,3672,9000000,4000000,0,0,0,0
2025-12-16,3675,23000000,30000000,0,0,8000000,7985000
2025-12-16,3680,247000000,1316000000,0,0,83000000,253514000
2025-12-16,3684,8000000,6000000,0,0,0,0
2025-12-16,3685,11000000,0,0,0,0,0
2025-12-16,3687,47000000,23000000,0,0,0,3000000
2025-12-16,3689,174000000,520000000,0,0,3000000,35639000
2025-12-16,3691,280000000,381000000,0,0,25000000,18063000
2025-12-16,3693,100000000,113000000,0,15000000,1000000,17480000
2025-12-16,3707,465005000,770000000,0,0,7006000,22154000
2025-12-16,3709,785000000,574000000,0,0,9622000,113426000
2025-12-16,3710,101000000,106475000,0,0,0,0
2025-12-16,3713,5000000,18000000,0,0,0,0
2025-12-16,4102,0,8000000,0,0,0,0
2025-12-16,4105,175000000,276000000,0,2000000,105000000,0
2025-12-16,4107,25000000,2000000,0,0,0,4000
2025-12-16,4109,8000000,4000000,0,0,0,1000
2025-12-16,4111,3100000,40000000,0,0,0,0
2025-12-16,4113,38000000,15007000,0,0,0,0
2025-12-16,4114,156000000,255007000,0,0,1000000,6535000
2025-12-16,4116,0,1000000,0,0,0,0
2025-12-16,4120,21000000,5000000,0,0,0,0
2025-12-16,4121,7000000,20000000,0,0,0,0
2025-12-16,4123,409933000,230709000,0,0,4000000,30656000
2025-12-16,4126,1000000,12000000,0,0,97000,0
2025-12-16,4127,0,1000000,0,0,0,0
2025-12-16,4128,215005000,291000000,0,0,6000000,1000
2025-12-16,4129,53000000,19000000,0,0,0,10965000
2025-12-16,4130,113000000,46000000,0,0,0,0
2025-12-16,4131,1000000,8000000,0,0,0,0
2025-12-16,4138,18000000,0,0,0,0,0
2025-12-16,4139,2000000,2000000,0,0,0,0
2025-12-16,4147,29000000,262000000,0,0,3000000,3430000
2025-12-16,4153,0,1000000,0,0,0,0
2025-12-16,4157,5007003000,5791000000,0,0,225115000,18168000
2025-12-16,4160,2001000,7000000,0,0,0,0
2025-12-16,4161,0,1000000,0,0,0,0
2025-12-16,4162,114000000,62000000,0,0,0,3197000
2025-12-16,4163,3000000,1000000,0,0,0,0
2025-12-16,4166,20000000,0,0,0,0,0
2025-12-16,4167,46000000,221000000,0,0,5000000,6596000
2025-12-16,4168,159000000,310000000,0,0,1309000,932000
2025-12-16,4171,7000000,10000000,0,0,0,219000
2025-12-16,4173,5000000,17000000,0,0,0,0
2025-12-16,4174,128068000,228052000,0,0,1000000,583000
2025-12-16,4175,1000000,4000000,0,0,0,0
2025-12-16,4188,0,1000000,0,0,0,0
2025-12-16,4207,59000000,59000000,0,0,0,0
2025-12-16,4303,183100000,166000000,0,0,16000000,62607000
2025-12-16,4305,0,2000000,0,0,0,0
2025-12-16,4401,2000000,3000000,0,0,0,0
2025-12-16,4413,2000000,0,0,0,0,0
2025-12-16,4416,18000000,15000000,0,0,0,5052000
2025-12-16,4417,5000000,70000000,0,0,1000000,519000
2025-12-16,4420,8000000,1000000,0,0,0,0
2025-12-16,4433,16000000,1000000,0,0,636000,1000000
2025-12-16,4442,0,3000000,0,0,0,0
2025-12-16,4502,1000000,0,0,0,0,0
2025-12-16,4503,62000000,83000000,0,0,100000,1711000
2025-12-16,4506,41000000,43000000,0,0,0,0
2025-12-16,4510,285400000,145000000,0,0,1134000,2684000
2025-12-16,4513,36001000,21000000,0,0,2000000,2387000
2025-12-16,4523,28000000,72000000,0,0,0,4506000
2025-12-16,4527,1000000,4000000,0,0,0,0
2025-12-16,4528,0,2000000,0,0,0,0
2025-12-16,4530,0,1000000,0,0,18000,0
2025-12-16,4533,143000000,217000000,0,0,0,1001000
2025-12-16,4534,11000000,26000000,0,0,1000000,887000
2025-12-16,4538,0,1000000,0,0,0,0
2025-12-16,4541,98000000,242000000,0,0,4000000,12897000
2025-12-16,4542,35000000,0,0,0,134000000,1000000
2025-12-16,4543,34000000,28000000,0,0,0,0
2025-12-16,4549,20000000,58020000,0,30000000,2177000,6089000
2025-12-16,4554,0,1000000,0,0,0,0
2025-12-16,4556,1000000,0,0,0,0,0
2025-12-16,4558,0,11000000,0,0,0,0
2025-12-16,4561,17000000,32000000,0,0,10000,0
2025-12-16,4563,15000000,15000000,0,0,1000000,299000
2025-12-16,4568,2000000,0,0,0,0,0
2025-12-16,4577,415000000,1299000000,0,0,8000000,8651000
2025-12-16,4580,8000000,29000000,0,0,0,0
2025-12-16,4702,4000000,6000000,0,0,0,0
2025-12-16,4707,37000000,12000000,0,0,0,0
2025-12-16,4711,0,0,0,0,0,135000
2025-12-16,4714,159000000,289000000,0,0,0,59000
2025-12-16,4716,20000000,51000000,0,0,0,0
2025-12-16,4721,82000000,135000000,0,0,4000,20254000
2025-12-16,4726,11000000,34000000,0,0,2000000,1788000
2025-12-16,4728,3000000,0,0,0,0,0
2025-12-16,4729,112000000,85000000,0,0,0,0
2025-12-16,4735,1000000,2000000,0,0,0,0
2025-12-16,4741,2000000,3000000,0,0,356000,0
2025-12-16,4743,558012000,845088000,0,0,12000000,3399000
2025-12-16,4744,6000000,136000000,0,0,0,0
2025-12-16,4745,20000000,16000000,0,0,0,0
2025-12-16,4747,1000000,2000000,0,0,0,0
2025-12-16,4749,125005000,304000000,25000000,0,46130000,143258000
2025-12-16,4760,112000000,84000000,0,0,5000000,10346000
2025-12-16,4768,1945185000,1231000000,0,0,17878000,32191000
